k_wp,k3,w,fen,engine_name,cai_score
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2P2P2/2N1B3/PP3P1P/R2QKB1R w KQkq - 1 12,stockfish_full_1,0.4222749042615703
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1100,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1200,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1300,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1400,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1500,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1600,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1700,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1800,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,maia_1900,5.096056375187265
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1320,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1450,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1550,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1650,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1750,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1850,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_1950,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_2007,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_elo_2050,0.755359223844285
0.003,0.002,1.2,r2qkb1r/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R b KQkq - 2 12,stockfish_full_1,0.755359223844285
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1100,3.9464276851584428
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1200,4.019417249348989
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1300,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1400,4.019417249348989
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1500,4.019417249348989
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1600,5.634441624743173
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1700,4.019417249348989
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1800,4.019417249348989
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,maia_1900,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1320,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1450,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1550,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1650,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1750,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1850,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_1950,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_2007,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_elo_2050,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P2/2N5/PP3P1P/R2QKB1R w KQq - 3 13,stockfish_full_1,3.1461803599503373
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1100,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1200,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1300,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1400,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1500,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1600,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1700,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1800,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1320,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,maia_1900,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1450,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1550,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1650,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1750,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1850,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_1950,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_2007,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_elo_2050,0.7442116519495092
0.003,0.002,1.2,r2qkbr1/pp1npp1p/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R b KQq - 0 13,stockfish_full_1,0.7442116519495092
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1100,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1200,0.29253812597845336
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1300,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1400,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1500,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1600,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1700,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1800,0.29253812597845336
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,maia_1900,0.29253812597845336
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1320,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1450,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1550,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1650,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1750,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1850,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_1950,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_2007,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_elo_2050,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P4/2PB1P1P/2N5/PP3P2/R2QKB1R w KQq - 1 14,stockfish_full_1,0.36576799369837676
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1200,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1100,2.271400509503597
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1300,2.271400509503597
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1400,2.8703585425094746
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1500,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1600,11.604770615207915
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1700,11.604770615207915
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1800,11.604770615207915
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1320,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,maia_1900,11.604770615207915
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1450,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1550,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1650,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1750,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1850,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_1950,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_2007,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_elo_2050,0.6093476727351975
0.003,0.002,1.2,r2qk1r1/pp1nppbp/1n1p2p1/3P3P/2PB1P2/2N5/PP3P2/R2QKB1R b KQq - 0 14,stockfish_full_1,0.6093476727351975
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1100,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1200,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1300,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1400,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1500,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1600,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1700,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1800,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,maia_1900,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1320,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1450,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1550,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1650,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1750,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1850,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_1950,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_2007,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_elo_2050,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1Bb2/PP3PPP/R2QKB1R w KQkq - 0 10,stockfish_full_1,0.14884588250241804
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1100,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1200,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1300,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1400,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1500,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1600,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1700,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1800,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,maia_1900,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1320,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1450,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1550,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1650,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1750,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1850,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_1950,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_2007,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_elo_2050,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1nnp2p1/3P4/2P5/2N1BP2/PP3P1P/R2QKB1R b KQkq - 0 10,stockfish_full_1,-0.3640886882673032
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1100,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1200,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1300,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1400,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1500,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1600,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1700,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1800,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,maia_1900,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1320,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1450,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1550,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1650,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1750,0.2840418832526105
0.003,0.003,0.8,r2qkb1r/pp2pp1p/1n1p2p1/3Pn3/2P5/2N1BP2/PP3P1P/R2QKB1R w KQkq - 1 11,stockfish_elo_1850,0.2840418832526105
